 #node coord file
           1  -1.0000000000000000       -1.0000000000000000     
           2   1.0000000000000000       -1.0000000000000000     
           3   1.0000000000000000        1.0000000000000000     
           4  -1.0000000000000000        1.0000000000000000     
           5 -0.71428571428571430       -1.0000000000000000     
           6 -0.42857142857142855       -1.0000000000000000     
           7 -0.14285714285714285       -1.0000000000000000     
           8  0.14285714285714285       -1.0000000000000000     
           9  0.42857142857142855       -1.0000000000000000     
          10  0.71428571428571430       -1.0000000000000000     
          11   1.0000000000000000      -0.71428571428571430     
          12   1.0000000000000000      -0.42857142857142855     
          13   1.0000000000000000      -0.14285714285714285     
          14   1.0000000000000000       0.14285714285714285     
          15   1.0000000000000000       0.42857142857142855     
          16   1.0000000000000000       0.71428571428571430     
          17  0.71428571428571430        1.0000000000000000     
          18  0.42857142857142855        1.0000000000000000     
          19  0.14285714285714285        1.0000000000000000     
          20 -0.14285714285714285        1.0000000000000000     
          21 -0.42857142857142855        1.0000000000000000     
          22 -0.71428571428571430        1.0000000000000000     
          23  -1.0000000000000000       0.71428571428571430     
          24  -1.0000000000000000       0.42857142857142855     
          25  -1.0000000000000000       0.14285714285714285     
          26  -1.0000000000000000      -0.14285714285714285     
          27  -1.0000000000000000      -0.42857142857142855     
          28  -1.0000000000000000      -0.71428571428571430     
          29 -0.71428571428571430      -0.71428571428571430     
          30  0.71428571428571430      -0.71428571428571430     
          31  0.71428571428571430       0.71428571428571430     
          32 -0.71428571428571430       0.71428571428571430     
          33 -0.42857142857142855      -0.71428571428571430     
          34 -0.14285714285714285      -0.71428571428571430     
          35  0.14285714285714285      -0.71428571428571430     
          36  0.42857142857142855      -0.71428571428571430     
          37  0.71428571428571430      -0.42857142857142855     
          38  0.71428571428571430      -0.14285714285714285     
          39  0.71428571428571430       0.14285714285714285     
          40  0.71428571428571430       0.42857142857142855     
          41  0.42857142857142855       0.71428571428571430     
          42  0.14285714285714285       0.71428571428571430     
          43 -0.14285714285714285       0.71428571428571430     
          44 -0.42857142857142855       0.71428571428571430     
          45 -0.71428571428571430       0.42857142857142855     
          46 -0.71428571428571430       0.14285714285714285     
          47 -0.71428571428571430      -0.14285714285714285     
          48 -0.71428571428571430      -0.42857142857142855     
          49 -0.42857142857142855      -0.42857142857142855     
          50  0.42857142857142855      -0.42857142857142855     
          51  0.42857142857142855       0.42857142857142855     
          52 -0.42857142857142855       0.42857142857142855     
          53 -0.14285714285714285      -0.42857142857142855     
          54  0.14285714285714285      -0.42857142857142855     
          55  0.42857142857142855      -0.14285714285714285     
          56  0.42857142857142855       0.14285714285714285     
          57  0.14285714285714285       0.42857142857142855     
          58 -0.14285714285714285       0.42857142857142855     
          59 -0.42857142857142855       0.14285714285714285     
          60 -0.42857142857142855      -0.14285714285714285     
          61 -0.14285714285714285      -0.14285714285714285     
          62  0.14285714285714285      -0.14285714285714285     
          63  0.14285714285714285       0.14285714285714285     
          64 -0.14285714285714285       0.14285714285714285     
